x,y,z,class
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
-0.7559403083811275,0.5999641797308011,-0.7805765125202675,0
-0.7672401760299054,0.5882826867784118,-0.7331682165247635,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
-0.770630142654004,0.5912030477479405,-0.7287579055076348,0
-0.7808000108789738,0.6408494296013004,-0.7530132265898628,0
-0.4858710971609258,0.10736250794852764,-1.0281051219114847,0
-0.780046677929768,0.550317822414578,-0.6670163302917911,0
-0.4930277601783778,0.1832922366761951,-1.019284963047887,0
-0.7743968074000314,0.6788142939651342,-0.659298980767805,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
-0.7932298146569078,0.6963365333937183,-0.7452958770658766,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
-0.5178873677342457,0.18621262218286083,-1.0479505951472452,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
4.219806268659515,8.395039991980118,3.970724702301639,0
3.9222407529139005,8.887641663762391,4.31968537020956,0
