frequency,angle,chord_length,velocity,thickness,sound_pressure_level
-1.2373761227565914,-0.5910915954597176,3.2459797983892313,3.096980662445597,-0.4569477117208705,126.201
-0.5985613471889084,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,125.201
-0.519234651927419,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,125.951
-0.408177278561334,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,127.591
-0.2812545661429511,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,127.461
-0.1226011756199725,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,125.571
0.0836482320598997,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,125.201
16.29080247805284,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,123.061
16.29080247805284,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,121.301
15.715449058694347,-0.5910915954597176,3.2459797983892313,3.096980662445597,-0.4569477117208705,119.541
16.29080247805284,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,117.151
15.715449058694347,-0.5910915954597176,3.2459797983892313,3.096980662445597,-0.4569477117208705,115.391
16.29080247805284,-1.1464029336161918,1.799299257006256,1.312935258421282,-0.6448046088616137,112.241
15.715449058694347,-0.5910915954597176,3.2459797983892313,3.096980662445597,-0.4569477117208705,108.721
-0.757214737711887,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,126.416
-1.2913182755344041,-0.5910915954597176,3.2459797983892313,2.0820524147182526,-0.4442106207807531,127.696
-1.2373761227565914,-0.5910915954597176,3.2459797983892313,2.0820524147182526,-0.4442106207807531,128.086
-0.5985613471889084,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,126.966
-0.519234651927419,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,126.086
-0.408177278561334,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,126.986
-0.8566079855014427,-0.5910915954597176,3.2459797983892313,2.0820524147182526,-0.4442106207807531,126.616
-0.1226011756199725,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,124.106
0.0836482320598997,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,123.236
16.29080247805284,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,121.106
15.715449058694347,-0.5910915954597176,3.2459797983892313,2.0820524147182526,-0.4442106207807531,119.606
16.29080247805284,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,117.976
16.29080247805284,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,116.476
15.715449058694347,-0.5910915954597176,3.2459797983892313,2.0820524147182526,-0.4442106207807531,113.076
16.29080247805284,-1.1464029336161918,1.799299257006256,0.2980070106939376,-0.6320675179214963,111.076
-0.8524067720256742,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,118.129
-0.8365414329733764,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,119.319
-0.8159164922053891,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,122.779
-1.3642988351749743,-0.5910915954597176,3.2459797983892313,1.0607005704863046,-0.42362847376888274,124.809
-0.757214737711887,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,126.959
-0.7159648561759125,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,128.629
-0.6620227033980999,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,129.099
-0.5985613471889084,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,127.899
-0.519234651927419,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,125.499
-0.408177278561334,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,124.049
-0.2812545661429511,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,123.689
-0.1226011756199725,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,121.399
0.0836482320598997,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,120.319
15.715449058694347,-0.5910915954597176,3.2459797983892313,1.0607005704863046,-0.42362847376888274,119.229
16.29080247805284,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,117.789
15.715449058694347,-0.5910915954597176,3.2459797983892313,1.0607005704863046,-0.42362847376888274,116.229
16.29080247805284,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,114.779
16.29080247805284,-1.1464029336161918,1.799299257006256,-0.7233448335380103,-0.611485370909626,112.139
15.715449058694347,-0.5910915954597176,3.2459797983892313,1.0607005704863046,-0.42362847376888274,109.619
-1.4277601913841655,-0.5910915954597176,3.2459797983892313,0.5532364466226323,-0.4075564923198381,117.195
-0.8365414329733764,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,118.595
-0.8159164922053891,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,122.765
-0.7889454158164827,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,125.045
-1.3325681570703785,-0.5910915954597176,3.2459797983892313,0.5532364466226323,-0.4075564923198381,127.315
-1.2913182755344041,-0.5910915954597176,3.2459797983892313,0.5532364466226323,-0.4075564923198381,129.095
-0.6620227033980999,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,129.235
-1.1739147665474,-0.5910915954597176,3.2459797983892313,0.5532364466226323,-0.4075564923198381,127.365
-0.519234651927419,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,124.355
-0.9835306979198256,-0.5910915954597176,3.2459797983892313,0.5532364466226323,-0.4075564923198381,122.365
-0.2812545661429511,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,122.375
-0.1226011756199725,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,120.755
0.0836482320598997,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,119.135
16.29080247805284,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,118.145
16.29080247805284,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,115.645
16.29080247805284,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,113.775
16.29080247805284,-1.1464029336161918,1.799299257006256,-1.2308089574016827,-0.5954133894605813,110.515
15.715449058694347,-0.5910915954597176,3.2459797983892313,0.5532364466226323,-0.4075564923198381,108.265
-1.2373761227565914,-0.3375487150973695,3.2459797983892313,3.096980662445597,-0.4034008110127513,127.122
-0.5985613471889084,-0.8928600532538437,1.799299257006256,1.312935258421282,-0.5912577081534945,125.992
-0.519234651927419,-0.8928600532538437,1.799299257006256,1.312935258421282,-0.5912577081534945,125.872
-0.408177278561334,-0.8928600532538437,1.799299257006256,1.312935258421282,-0.5912577081534945,126.632
-0.2812545661429511,-0.8928600532538437,1.799299257006256,1.312935258421282,-0.5912577081534945,126.642
-0.1226011756199725,-0.8928600532538437,1.799299257006256,1.312935258421282,-0.5912577081534945,124.512
-0.4917051872985919,-0.3375487150973695,3.2459797983892313,3.096980662445597,-0.4034008110127513,123.392
15.715449058694347,-0.3375487150973695,3.2459797983892313,3.096980662445597,-0.4034008110127513,121.762
16.29080247805284,-0.8928600532538437,1.799299257006256,1.312935258421282,-0.5912577081534945,119.632
